Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,1.203398,1.267202,1.194401,1.259002,1.259002,0
2004-01-01,1.259002,1.289707,1.215407,1.245206,1.245206,0
2004-02-01,1.245206,1.292207,1.238099,1.253007,1.253007,0
2004-03-01,1.253903,1.254107,1.206505,1.231300,1.231300,0
2004-04-01,1.231194,1.238497,1.176498,1.198294,1.198294,0
2004-05-01,1.198294,1.229407,1.177995,1.219899,1.219899,0
2004-06-01,1.219899,1.234995,1.195700,1.218398,1.218398,0
2004-07-01,1.218294,1.246401,1.199803,1.201605,1.201605,0
2004-08-01,1.201605,1.238497,1.197504,1.217804,1.217804,0
2004-09-01,1.217700,1.244400,1.200595,1.243394,1.243394,0
2004-10-01,1.243503,1.284307,1.223496,1.283203,1.283203,0
2004-11-01,1.282808,1.332907,1.266592,1.329805,1.329805,0
2004-12-01,1.329805,1.366195,1.314994,1.356502,1.356502,0
2005-01-01,1.356594,1.362695,1.293193,1.305193,1.305193,0
2005-02-01,1.305006,1.328004,1.273707,1.321702,1.321702,0
2005-03-01,1.321895,1.347909,1.286107,1.296697,1.296697,0
2005-04-01,1.296798,1.311699,1.277906,1.292307,1.292307,0
2005-05-01,1.292307,1.298701,1.229997,1.230800,1.230800,0
2005-06-01,1.230996,1.234598,1.200595,1.209102,1.209102,0
2005-07-01,1.208795,1.225295,1.187197,1.212400,1.212400,0
2005-08-01,1.212298,1.260398,1.212195,1.234096,1.234096,0
2005-09-01,1.233806,1.258796,1.198595,1.202805,1.202805,0
2005-10-01,1.202805,1.220495,1.188199,1.198897,1.198897,0
2005-11-01,1.198897,1.208007,1.164850,1.180498,1.180498,0
2005-12-01,1.179899,1.205705,1.166807,1.184399,1.184399,0
2006-01-01,1.184399,1.232104,1.181502,1.214845,1.214845,0
2006-02-01,1.214904,1.216501,1.183194,1.193004,1.193004,0
2006-03-01,1.192905,1.220405,1.186704,1.211504,1.211504,0
2006-04-01,1.211504,7.413448,1.203804,1.262499,1.262499,0
2006-05-01,1.262499,1.297303,1.256202,1.281608,1.281608,0
2006-06-01,1.281608,1.297656,1.248595,1.278298,1.278298,0
2006-07-01,1.278298,1.285397,1.246603,1.277400,1.277400,0
2006-08-01,1.277400,7.245327,1.271100,1.280902,1.280902,0
2006-09-01,1.280902,1.287598,1.262706,1.269100,1.269100,0
2006-10-01,1.269100,1.278298,1.248798,1.276699,1.276699,0
2006-11-01,1.276503,1.327052,1.269003,1.325100,1.325100,0
2006-12-01,1.325996,1.347092,1.275901,1.319801,1.319801,0
2007-01-01,1.319801,1.329398,1.287101,1.302304,1.302304,0
2007-02-01,1.302406,1.326207,1.290206,1.322891,1.322891,0
2007-03-01,1.322944,1.341004,1.307754,1.335898,1.335898,0
2007-04-01,1.335898,1.371704,1.326295,1.365206,1.365206,0
2007-05-01,1.365393,1.373796,1.341400,1.345605,1.345605,0
2007-06-01,1.345605,409.836060,1.326594,1.353601,1.353601,0
2007-07-01,1.353601,1.384907,1.338598,1.367204,1.367204,0
2007-08-01,1.366998,1.384006,1.338294,1.364201,1.364201,0
2007-09-01,1.364201,1.428204,1.355601,1.427002,1.427002,0
2007-10-01,1.427104,1.449801,1.401699,1.447199,1.447199,0
2007-11-01,1.447011,1.495707,1.361304,1.469594,1.469594,0
2007-12-01,1.469594,1.514693,1.431701,1.460110,1.460110,0
2008-01-01,1.460110,1.559284,1.437298,1.486503,1.486503,0
2008-02-01,1.486591,1.557099,1.445191,1.519203,1.519203,0
2008-03-01,1.518395,1.590306,0.072902,1.575796,1.575796,0
2008-04-01,1.561695,1.601307,1.551711,1.562207,1.562207,0
2008-05-01,1.547796,1.581803,1.537090,1.555791,1.555791,0
2008-06-01,1.556396,1.584209,1.531511,1.575002,1.575002,0
2008-07-01,1.579205,1.602821,1.531394,1.559308,1.559308,0
2008-08-01,1.533413,1.533601,1.457790,1.469508,1.469508,0
2008-09-01,1.469270,1.505004,1.389700,1.409642,1.409642,0
2008-10-01,1.410298,1.505004,1.234294,1.270196,1.270196,0
2008-11-01,1.270196,1.508205,1.240095,1.267507,1.267507,0
2008-12-01,1.267507,1.496401,1.256297,1.397995,1.397995,0
2009-01-01,1.397995,1.405402,1.277596,1.285099,1.285099,0
2009-02-01,1.285099,1.308404,1.252176,1.267893,1.267893,0
2009-03-01,1.267893,1.373193,1.246898,1.324696,1.324696,0
2009-04-01,1.324503,1.357792,1.254595,1.323522,1.323522,0
2009-05-01,1.323294,1.416993,1.321493,1.412090,1.412090,0
2009-06-01,1.411891,1.433692,1.375194,1.403883,1.403883,0
2009-07-01,1.403903,1.426005,1.383509,1.426005,1.426005,0
2009-08-01,1.426005,1.442231,1.408193,1.434268,1.434268,0
2009-09-01,1.422030,1.483746,1.420313,1.465502,1.465502,0
2009-10-01,1.454334,1.505911,1.451379,1.473297,1.473297,0
2009-11-01,1.473297,1.514532,1.462908,1.503895,1.503895,0
2009-12-01,1.503443,1.513775,1.422192,1.432706,1.432706,0
2010-01-01,1.432706,1.457705,1.385406,1.387694,1.387694,0
2010-02-01,1.387598,1.402406,1.345026,1.363791,1.363791,0
2010-03-01,1.364294,1.381654,1.326999,1.350804,1.350804,0
2010-04-01,1.350840,1.368794,1.311906,1.329805,1.329805,0
2010-05-01,1.329805,1.335898,1.214595,1.228788,1.228788,0
2010-06-01,1.228803,1.246805,1.188199,1.223002,1.223002,0
2010-07-01,1.223197,1.310702,1.219899,1.304002,1.304002,0
2010-08-01,1.304002,1.332996,1.259192,1.266592,1.266592,0
2010-09-01,1.268601,1.367708,1.264702,1.362806,1.362806,0
2010-10-01,1.362305,1.414807,1.362082,1.377809,1.377809,0
2010-11-01,1.393767,1.428204,1.297252,1.310393,1.310393,0
2010-12-01,1.299495,1.349418,1.297707,1.330123,1.330123,0
2011-01-01,1.335595,1.375629,1.287714,1.357276,1.357276,0
2011-02-01,1.371498,1.386001,1.343165,1.373438,1.373438,0
2011-03-01,1.382743,1.424806,1.374457,1.412130,1.412130,0
2011-04-01,1.416009,1.488206,1.406470,1.482096,1.482096,0
2011-05-01,1.482096,1.493808,1.397604,1.432234,1.432234,0
